,gene
1486,STIMATE
1238,STK16
1173,STK17B
1297,STK25
1231,STK36
1120,STK39
205,STK40
1191,STRADB
406,STRIP1
873,STRN
1363,STT3B
158,STX12
616,STX6
394,STXBP3
980,SUCLG1
1513,SUCLG2
599,SUCO
1305,SUMF1
1193,SUMO1
853,SUPT7L
240,SVBP
133,SYF2
1944,SYNPO2
152,SYTL1
86,SZRD1
247,SZT2
305,TACSTD2
584,TADA1
1783,TADA2B
1316,TADA3
165,TAF12
797,TAF1B
551,TAGLN2
1328,TAMM41
1108,TANC1
1113,TANK
749,TARBP1
1496,TASOR
690,TATDN3
1815,TBC1D1
1782,TBC1D14
1537,TBC1D23
1349,TBC1D5
1031,TBC1D8
1969,TBC1D9
753,TBCE
754,TBCE-1
1929,TBCK
1688,TBL1XR1
120,TCEA3
1442,TCTA
429,TENT5C
261,TESK2
1923,TET2
953,TEX261
1467,TEX264
1065,TFCP2L1
1645,TFDP2
1540,TFG
1732,TFRC
698,TGFB2
1362,TGFBR2
1036,TGFBRAP1
982,TGOLN2
892,THADA
1299,THAP4
515,THBS3
1507,THOC7
204,THRAP3
1356,THRB
887,THUMPD2
1312,THUMPD3
949,TIA1
648,TIMM17A
1563,TIMMDC1
589,TIPRL
1490,TKT
1127,TLK1
309,TM2D1
1655,TM4SF1
1226,TMBIM1
1615,TMCC1
582,TMCO1
99,TMCO4
370,TMED5
1171,TMEFF2
1460,TMEM115
244,TMEM125
1007,TMEM127
1760,TMEM129
1019,TMEM131
1995,TMEM144
990,TMEM150A
1846,TMEM165
396,TMEM167B
1752,TMEM175
781,TMEM18
658,TMEM183A
1981,TMEM184C
1063,TMEM185B
838,TMEM214
151,TMEM222
179,TMEM234
1192,TMEM237
1829,TMEM33
192,TMEM35B
1716,TMEM41A
1337,TMEM43
135,TMEM50A
256,TMEM53
188,TMEM54
299,TMEM59
719,TMEM63A
265,TMEM69
539,TMEM79
1050,TMEM87B
641,TMEM9
1515,TMF1
29,TNFRSF14
1687,TNFSF10
1731,TNK2
1222,TNS1
750,TOMM20
1539,TOMM70
1357,TOP2B
611,TOR1AIP1
609,TOR3A
710,TP53BP2
825,TP53I3
629,TPR
1595,TPRA1
33,TPRG1L
965,TPRKB
1718,TRA2B
1282,TRAF3IP1
682,TRAF5
1388,TRAK1
1190,TRAK2
784,TRAPPC12
202,TRAPPC3
808,TRIB2
735,TRIM11
1989,TRIM2
421,TRIM33
1256,TRIP12
224,TRIT1
384,TRMT13
627,TRMT1L
1787,TRMT44
857,TRMT61B
164,TRNAU1AP
1303,TRNT1
1272,TRPM8
1660,TSC22D2
622,TSEN15
1329,TSEN2
1068,TSN
745,TSNAX
268,TSPAN1
562,TSTD1
1694,TTC14
1119,TTC21B
868,TTC27
975,TTC31
280,TTC39A
1318,TTLL3
1239,TUBA4A
479,TUFT1
1456,TUSC2
290,TUT4
178,TXLNA
285,TXNDC12
1025,TXNDC9
443,TXNIP
333,TYW3
1649,U2SURP
577,UAP1
1516,UBA3
1623,UBA5
1854,UBA6
499,UBAP2L
1354,UBE2E1
1353,UBE2E2
1152,UBE2E3
6,UBE2J2
1822,UBE2K
502,UBE2Q1
55,UBE4B
65,UBIAD1
1372,UBP1
529,UBQLN4
1125,UBR3
93,UBR4
145,UBXN11
823,UBXN2A
1091,UBXN4
1734,UBXN7
631,UCHL5
569,UFC1
1820,UGDH
1077,UGGT1
932,UGP2
576,UHMK1
1586,UMPS
1022,UNC50
1213,UNC80
1424,UQCRC1
259,UROD
563,USF1
1558,USF3
1868,USO1
311,USP1
1693,USP13
1436,USP19
570,USP21
302,USP24
338,USP33
926,USP34
1973,USP38
991,USP39
1440,USP4
1271,USP40
1843,USP46
111,USP48
1945,USP53
217,UTP11
1856,UTP3
1758,UVSSA
1039,UXS1
44,VAMP3
989,VAMP5
988,VAMP8
425,VANGL1
560,VANGL2
1327,VGLL4
1324,VHL
1379,VILL
1389,VIPR1
73,VPS13D
452,VPS45
933,VPS54
469,VPS72
1714,VPS8
920,VRK2
14,VWA1
432,WARS2
154,WASF2
1249,WDFY1
1893,WDFY3
1788,WDR1
1818,WDR19
714,WDR26
431,WDR3
1074,WDR33
816,WDR35
858,WDR43
1383,WDR48
1431,WDR6
1161,WDR75
410,WDR77
1474,WDR82
941,WDR92
1109,WDSUB1
150,WDTC1
1777,WFS1
1139,WIPF1
325,WLS
34,WRAP73
1656,WWTR1
1338,XPC
927,XPO1
615,XPR1
1219,XRCC5
1647,XRN1
186,YARS
1701,YEATS2
296,YIPF1
866,YIPF4
860,YPEL5
1855,YTHDC1
166,YTHDF2
796,YWHAQ
523,YY1AP1
1541,ZBTB11
84,ZBTB17
765,ZBTB18
1561,ZBTB20
603,ZBTB37
1643,ZBTB38
113,ZBTB40
635,ZBTB41
1392,ZBTB47
40,ZBTB48
508,ZBTB7B
184,ZBTB8A
207,ZC3H12A
1157,ZC3H15
1051,ZC3H8
173,ZCCHC17
147,ZDHHC18
1401,ZDHHC3
1234,ZFAND2B
891,ZFP36L2
287,ZFYVE9
228,ZMPSTE24
195,ZMYM4
193,ZMYM6
1747,ZNF141
1588,ZNF148
363,ZNF326
1971,ZNF330
189,ZNF362
119,ZNF436
1397,ZNF445
774,ZNF496
1399,ZNF501
851,ZNF512
1003,ZNF514
1789,ZNF518B
1418,ZNF589
142,ZNF593
1386,ZNF621
958,ZNF638
1689,ZNF639
364,ZNF644
1526,ZNF654
776,ZNF672
728,ZNF678
472,ZNF687
777,ZNF692
433,ZNF697
1978,ZNF827
1398,ZNF852
350,ZNHIT6
330,ZRANB2
1593,ZXDC
291,ZYG11B
